tick,source_rho,destA_rho,destB_rho
221,14.570145720757935,1.0779382888119269,2.238257297254274
222,15.798342297832615,1.0815326377644017,2.2320281911730864
223,16.78915405995771,1.158669858157177,1.9711344400024584
224,17.502017057176445,0.0024140238931546487,1.9644681858011803
225,17.907746594624797,0.9315971236295176,1.7247930543561485
226,17.989732057368457,0.9325575501531952,1.7194546874144108
227,17.74461695092981,1.0816952535353137,1.5587339608020994
228,17.182436316566246,1.0823989485326715,1.554060061690954
229,16.326205895502063,0.9491746208797952,1.4767112215663618
230,15.210979861778371,0.9484758182998416,1.4732027856551613
231,13.88241570024939,0.6405182037774828,1.489929602869835
232,12.39490498378768,0.6384956138671217,1.4877207269118304
233,10.809346575900316,0.3348649743857351,1.584854697296821
234,9.190653424101466,0.3317656837377843,1.5836552112367872
235,7.605095016214029,0.008424174368523163,1.7276575322734709
