schema,runId,runIndex,repIndex,capLawHash,pressCUsed,dampUsed,tick,tMs,lateByMs,basin,max1_from,max1_to,max1_absFlux,max2_from,max2_to,max2_absFlux,flux_114_89,flux_114_79,flux_136_89,flux_136_79,flux_89_79,handshake_pending,handshake_applied_tick
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,36,7200,0.0,82,114,89,0.021005,114,79,0.021004,0.021005,0.021004,0.016928,0.016927,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,37,7400,0.0,82,114,89,0.019117,114,79,0.019116,0.019117,0.019116,0.015406,0.015405,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,38,7600,0.0,82,114,89,0.017383,114,79,0.017382,0.017383,0.017382,0.014012,0.014011,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,39,7800,0.0,82,114,89,0.015793,114,79,0.015792,0.015793,0.015792,0.012736,0.012735,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,40,8000,0.0,82,114,89,0.014336,114,79,0.014335,0.014336,0.014335,0.011570,0.011569,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,41,8200,0.0,82,114,89,0.013004,104,114,0.013003,0.013004,0.013003,0.010504,0.010503,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,42,8400,0.0,82,114,89,0.011786,104,114,0.011785,0.011786,0.011785,0.009531,0.009530,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,43,8600,0.0,82,114,89,0.010675,104,114,0.010674,0.010675,0.010674,0.008644,0.008643,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,44,8800,0.0,82,114,89,0.009661,104,114,0.009661,0.009661,0.009661,0.007835,0.007835,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,45,9000,0.0,82,114,89,0.008738,104,114,0.008738,0.008738,0.008738,0.007099,0.007098,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,46,9200,0.0,82,114,89,0.007898,104,114,0.007898,0.007898,0.007898,0.006428,0.006428,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,47,9400,0.0,82,114,89,0.007135,104,114,0.007135,0.007135,0.007134,0.005818,0.005817,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,48,9600,0.0,82,114,89,0.006441,104,114,0.006441,0.006441,0.006441,0.005262,0.005261,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,49,9800,0.0,82,114,89,0.005812,104,114,0.005812,0.005812,0.005811,0.004757,0.004756,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,50,10000,0.0,82,114,89,0.005241,104,114,0.005241,0.005241,0.005240,0.004297,0.004297,-0.000000,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,51,10200,0.0,82,114,89,0.004724,104,114,0.004724,0.004724,0.004723,0.003880,0.003880,-0.000000,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,52,10400,0.0,82,104,114,0.004255,114,89,0.004255,0.004255,0.004255,0.003502,0.003502,-0.000000,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,53,10600,0.0,90,104,114,0.003831,114,89,0.003831,0.003831,0.003831,0.003159,0.003158,-0.000000,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,54,10800,0.0,90,104,114,0.003448,114,89,0.003448,0.003448,0.003447,0.002848,0.002848,-0.000000,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,55,11000,0.0,90,104,114,0.003101,114,89,0.003101,0.003101,0.003101,0.002567,0.002566,-0.000000,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,56,11200,0.0,90,104,114,0.002788,114,89,0.002788,0.002788,0.002788,0.002312,0.002312,-0.000000,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,57,11400,0.0,90,104,114,0.002506,114,89,0.002506,0.002506,0.002505,0.002082,0.002081,-0.000000,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,58,11600,0.0,90,104,114,0.002251,114,89,0.002251,0.002251,0.002250,0.001873,0.001873,-0.000000,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,59,11800,0.0,90,104,114,0.002021,114,89,0.002021,0.002021,0.002021,0.001685,0.001685,-0.000000,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-31-179Z_r00001_d10.000_rep12,1,12,9dbcb7d6,2.0,10,60,12000,0.0,90,104,114,0.001814,114,89,0.001814,0.001814,0.001814,0.001515,0.001515,-0.000000,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,0,0,0.0,82,82,23,0.106178,90,89,0.104463,0.000151,0.000150,0.032782,0.032781,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,1,200,0.0,82,82,23,0.103947,90,89,0.098725,0.029371,0.029370,0.057741,0.057741,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,2,400,0.0,82,82,23,0.100643,82,89,0.095038,0.051578,0.051577,0.076265,0.076264,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,3,600,0.0,82,82,23,0.096561,82,89,0.091191,0.068010,0.068009,0.089512,0.089511,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,4,800,0.0,82,136,89,0.098467,136,79,0.098466,0.079714,0.079713,0.098467,0.098466,-0.000001,1,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,5,1000,0.0,82,136,89,0.103957,136,79,0.103956,0.093300,0.093300,0.103957,0.103956,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,6,1200,0.0,82,136,89,0.106679,136,79,0.106678,0.102436,0.102435,0.106679,0.106678,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,7,1400,0.0,82,114,89,0.107982,114,79,0.107981,0.107982,0.107981,0.107214,0.107213,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,8,1600,0.0,82,114,89,0.110662,114,79,0.110661,0.110662,0.110661,0.106047,0.106046,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,9,1800,0.0,82,114,89,0.111079,114,79,0.111078,0.111079,0.111078,0.103579,0.103578,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,10,2000,0.0,82,114,89,0.109738,114,79,0.109737,0.109738,0.109737,0.100141,0.100140,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,11,2200,0.0,82,114,89,0.107056,114,79,0.107055,0.107056,0.107055,0.096003,0.096002,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,12,2400,0.0,82,114,89,0.103377,114,79,0.103375,0.103377,0.103375,0.091378,0.091377,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,13,2600,0.0,82,114,89,0.098981,114,79,0.098980,0.098981,0.098980,0.086441,0.086440,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,14,2800,0.0,82,114,89,0.094097,114,79,0.094096,0.094097,0.094096,0.081338,0.081336,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,15,3000,0.0,82,114,89,0.088911,114,79,0.088909,0.088911,0.088909,0.076180,0.076179,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,16,3200,0.0,82,114,89,0.083568,114,79,0.083567,0.083568,0.083567,0.071059,0.071058,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,17,3400,0.0,82,114,89,0.078185,114,79,0.078184,0.078185,0.078184,0.066042,0.066041,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,18,3600,0.0,82,114,89,0.072853,114,79,0.072851,0.072853,0.072851,0.061181,0.061180,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,19,3800,0.0,82,114,89,0.067640,114,79,0.067639,0.067640,0.067639,0.056512,0.056511,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,20,4000,0.0,82,114,89,0.062598,114,79,0.062597,0.062598,0.062597,0.052063,0.052061,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,21,4200,0.0,82,114,89,0.057764,114,79,0.057763,0.057764,0.057763,0.047849,0.047848,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,22,4400,0.0,82,114,89,0.053164,114,79,0.053163,0.053164,0.053163,0.043880,0.043879,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,23,4600,0.0,82,114,89,0.048814,114,79,0.048813,0.048814,0.048813,0.040160,0.040159,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,24,4800,0.0,82,114,89,0.044722,114,79,0.044721,0.044722,0.044721,0.036688,0.036686,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,25,5000,0.0,82,114,89,0.040892,114,79,0.040891,0.040892,0.040891,0.033459,0.033458,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,26,5200,0.0,82,114,89,0.037321,114,79,0.037320,0.037321,0.037320,0.030466,0.030465,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,27,5400,0.0,82,114,89,0.034004,114,79,0.034003,0.034004,0.034003,0.027700,0.027699,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,28,5600,0.0,82,114,89,0.030934,114,79,0.030933,0.030934,0.030933,0.025152,0.025151,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,29,5800,0.0,82,114,89,0.028099,114,79,0.028098,0.028099,0.028098,0.022808,0.022808,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,30,6000,0.0,82,114,89,0.025490,114,79,0.025489,0.025490,0.025489,0.020659,0.020658,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,31,6200,0.0,82,114,89,0.023093,114,79,0.023092,0.023093,0.023092,0.018692,0.018692,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,32,6400,0.0,82,114,89,0.020897,114,79,0.020897,0.020897,0.020897,0.016899,0.016898,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,33,6600,0.0,82,114,89,0.018889,114,79,0.018888,0.018889,0.018888,0.015264,0.015264,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,34,6800,0.0,82,114,89,0.017056,104,114,0.017055,0.017056,0.017055,0.013778,0.013777,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,35,7000,0.0,82,114,89,0.015385,104,114,0.015385,0.015385,0.015385,0.012427,0.012427,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,36,7200,0.0,82,114,89,0.013865,104,114,0.013865,0.013865,0.013865,0.011201,0.011201,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,37,7400,0.0,82,114,89,0.012485,104,114,0.012484,0.012485,0.012484,0.010090,0.010089,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,38,7600,0.0,82,114,89,0.011232,104,114,0.011232,0.011232,0.011231,0.009083,0.009083,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,39,7800,0.0,82,114,89,0.010097,104,114,0.010097,0.010097,0.010096,0.008172,0.008172,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,40,8000,0.0,82,114,89,0.009070,104,114,0.009070,0.009070,0.009069,0.007349,0.007348,-0.000001,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,41,8200,0.0,90,114,89,0.008141,104,114,0.008141,0.008141,0.008141,0.006605,0.006604,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,42,8400,0.0,90,114,89,0.007303,104,114,0.007303,0.007303,0.007302,0.005933,0.005933,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,43,8600,0.0,90,104,114,0.006546,114,89,0.006546,0.006546,0.006546,0.005327,0.005327,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,44,8800,0.0,90,104,114,0.005865,114,89,0.005864,0.005864,0.005864,0.004781,0.004781,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,45,9000,0.0,90,104,114,0.005251,114,89,0.005251,0.005251,0.005250,0.004289,0.004289,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,46,9200,0.0,90,104,114,0.004698,114,89,0.004698,0.004698,0.004698,0.003846,0.003846,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,47,9400,0.0,90,104,114,0.004202,114,89,0.004202,0.004202,0.004201,0.003447,0.003447,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,48,9600,0.0,90,104,114,0.003756,114,89,0.003756,0.003756,0.003755,0.003087,0.003087,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,49,9800,0.0,90,104,114,0.003355,114,89,0.003355,0.003355,0.003355,0.002764,0.002764,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,50,10000,0.0,90,104,114,0.002996,114,89,0.002996,0.002996,0.002996,0.002473,0.002473,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,51,10200,0.0,90,104,114,0.002674,114,89,0.002674,0.002674,0.002674,0.002212,0.002212,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,52,10400,0.0,90,104,114,0.002386,114,89,0.002386,0.002386,0.002385,0.001977,0.001977,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,53,10600,0.0,90,104,114,0.002127,114,89,0.002127,0.002127,0.002127,0.001767,0.001767,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,54,10800,0.0,90,104,114,0.001896,114,89,0.001896,0.001896,0.001896,0.001578,0.001578,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,55,11000,0.0,90,104,114,0.001690,114,89,0.001689,0.001689,0.001689,0.001409,0.001409,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,56,11200,0.0,90,104,114,0.001505,114,89,0.001505,0.001505,0.001504,0.001257,0.001257,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,57,11400,0.0,90,104,114,0.001340,114,89,0.001340,0.001340,0.001339,0.001122,0.001121,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,58,11600,0.0,90,104,114,0.001192,114,89,0.001192,0.001192,0.001192,0.001000,0.001000,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,59,11800,0.0,90,104,114,0.001061,114,89,0.001061,0.001061,0.001060,0.000892,0.000892,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-32-798Z_r00002_d12.000_rep3,2,3,9dbcb7d6,2.0,12,60,12000,0.0,90,104,114,0.000943,114,89,0.000943,0.000943,0.000943,0.000795,0.000794,-0.000000,1,5
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,0,0,0.0,82,90,89,0.245998,90,79,0.245996,0.000461,0.000459,0.034308,0.034306,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,1,200,0.0,82,90,89,0.243047,90,79,0.243045,0.031048,0.031046,0.063207,0.063204,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,2,400,0.0,82,90,89,0.239347,90,79,0.239345,0.056833,0.056830,0.087419,0.087417,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,3,600,0.0,82,90,89,0.235027,90,79,0.235024,0.078410,0.078407,0.107535,0.107533,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,4,800,0.0,82,90,89,0.230198,90,79,0.230195,0.096306,0.096303,0.124076,0.124073,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,5,1000,0.0,82,90,89,0.224959,90,79,0.224957,0.110986,0.110983,0.137498,0.137495,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,6,1200,0.0,82,90,89,0.219397,90,79,0.219394,0.122861,0.122858,0.148208,0.148205,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,7,1400,0.0,82,90,89,0.213584,90,79,0.213581,0.132295,0.132292,0.156560,0.156557,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,8,1600,0.0,82,90,89,0.207586,90,79,0.207583,0.139607,0.139604,0.162871,0.162868,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,9,1800,0.0,82,90,89,0.201459,90,79,0.201456,0.145081,0.145077,0.167416,0.167412,-0.000004,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,10,2000,0.0,82,90,89,0.195252,90,79,0.195249,0.148966,0.148962,0.170438,0.170434,-0.000004,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,11,2200,0.0,82,90,89,0.189006,90,79,0.189002,0.151481,0.151477,0.172152,0.172148,-0.000004,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,12,2400,0.0,82,90,89,0.182719,90,79,0.182715,0.152821,0.152816,0.172734,0.172730,-0.000004,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,13,2600,0.0,82,90,89,0.176412,90,79,0.176408,0.153155,0.153150,0.172344,0.172340,-0.000004,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-10-34-416Z_r00003_d4.000_rep10,3,10,9dbcb7d6,2.0,4,14,2800,0.0,82,136,89,0.171128,136,79,0.171124,0.152634,0.152629,0.171128,0.171124,-0.000005,1,
